audio,id,labels,intent,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/3/65852cab-captcha_c60d681984554a2ab2634f415e91cc4d.wav,219,"[{""start"": 0.8156879063719116, ""end"": 1.6823563068920677, ""labels"": [""label""]}, {""start"": 2.192161248374512, ""end"": 2.710462938881664, ""labels"": [""label""]}, {""start"": 2.7699401820546163, ""end"": 3.5176540962288683, ""labels"": [""label""]}, {""start"": 4.035955786736021, ""end"": 4.622231469440832, ""labels"": [""label""]}, {""start"": 5.225500650195058, ""end"": 6.075175552665799, ""labels"": [""label""]}]","[""v"", ""e"", ""x"", ""9"", ""x""]",1,192,2022-06-23T06:59:06.685197Z,2022-06-23T06:59:06.685250Z,144.246
/data/upload/3/9c6d1d6b-captcha_a706af8e415d4765a832697f8ac251ee.wav,218,"[{""start"": 0, ""end"": 0.8217737321196358, ""labels"": [""label""]}, {""start"": 1.1103355006501952, ""end"": 1.8944707412223667, ""labels"": [""label""]}, {""start"": 2.270855656697009, ""end"": 2.854252275682705, ""labels"": [""label""]}, {""start"": 3.1114486345903773, ""end"": 3.7387568270481144, ""labels"": [""label""]}, {""start"": 4.171599479843951, ""end"": 4.74872301690507, ""labels"": [""label""]}]","[""s"", ""w"", ""p"", ""9"", ""4""]",1,191,2022-06-23T06:56:36.418316Z,2022-06-23T06:56:41.600402Z,39.582
/data/upload/3/1904d20c-captcha_82299b4c823c4b5980a0cd8d5a202257.wav,217,"[{""start"": 0, ""end"": 0.6470117035110533, ""labels"": [""label""]}, {""start"": 0.9624967490247074, ""end"": 1.6095084525357608, ""labels"": [""label""]}, {""start"": 1.7378413524057217, ""end"": 2.326033810143043, ""labels"": [""label""]}, {""start"": 2.4757555266579976, ""end"": 2.9356150845253577, ""labels"": [""label""]}, {""start"": 3.2724889466840055, ""end"": 4.010403120936281, ""labels"": [""label""]}]","[""m"", ""w"", ""e"", ""3"", ""h""]",1,190,2022-06-23T06:56:00.473832Z,2022-06-23T06:56:00.473887Z,27.822
/data/upload/3/52e1029f-captcha_36580b66cb6442babf235e8ca158e61c.wav,216,"[{""start"": 0, ""end"": 0.6650897269180754, ""labels"": [""label""]}, {""start"": 1.2948023407022107, ""end"": 1.804232769830949, ""labels"": [""label""]}, {""start"": 2.1650793237971393, ""end"": 2.724037711313394, ""labels"": [""label""]}, {""start"": 2.745263979193758, ""end"": 3.3183732119635887, ""labels"": [""label""]}, {""start"": 3.594314694408322, ""end"": 4.259404421326398, ""labels"": [""label""]}]","[""d"", ""6"", ""5"", ""5"", ""w""]",1,189,2022-06-23T06:55:31.759044Z,2022-06-23T06:55:31.759100Z,28.486
/data/upload/3/1ff80674-captcha_918381671c534b54aededf07fc6627e8.wav,215,"[{""start"": 4.163336342344337e-17, ""end"": 0.6834850455136541, ""labels"": [""label""]}, {""start"": 0.850559167750325, ""end"": 1.5644213263979194, ""labels"": [""label""]}, {""start"": 1.9289466840052019, ""end"": 2.665591677503251, ""labels"": [""label""]}, {""start"": 2.756723016905071, ""end"": 3.4705851755526655, ""labels"": [""label""]}, {""start"": 4.002184655396619, ""end"": 4.457841352405722, ""labels"": [""label""]}]","[""k"", ""m"", ""9"", ""n"", ""6""]",1,188,2022-06-23T06:53:19.636721Z,2022-06-23T06:53:19.636768Z,34.774
/data/upload/3/3e7b9765-captcha_0515451fb43645fd8367a7998c77b90a.wav,214,"[{""start"": 0.2680650195058517, ""end"": 0.7792587776332899, ""labels"": [""label""]}, {""start"": 1.583453836150845, ""end"": 2.069711313394018, ""labels"": [""label""]}, {""start"": 2.1756905071521455, ""end"": 2.6868842652795837, ""labels"": [""label""]}, {""start"": 3.4536749024707407, ""end"": 3.9898049414824444, ""labels"": [""label""]}, {""start"": 4.114486345903771, ""end"": 4.48853055916775, ""labels"": [""label""]}]","[""s"", ""s"", ""8"", ""t"", ""6""]",1,187,2022-06-23T06:52:43.692506Z,2022-06-23T06:52:43.692556Z,31.219
/data/upload/3/e3dada1e-captcha_65fd334dc41c407a8bfd585bae87a251.wav,213,"[{""start"": 0, ""end"": 0.5598959687906371, ""labels"": [""label""]}, {""start"": 1.1502210663198957, ""end"": 1.7222886866059819, ""labels"": [""label""]}, {""start"": 2.1848114434330297, ""end"": 2.683849154746424, ""labels"": [""label""]}, {""start"": 2.8359947984395317, ""end"": 3.42631989596879, ""labels"": [""label""]}, {""start"": 3.815812743823147, ""end"": 4.49742522756827, ""labels"": [""label""]}]","[""e"", ""k"", ""t"", ""s"", ""v""]",1,186,2022-06-23T06:52:11.271197Z,2022-06-23T06:52:11.271243Z,33.74
/data/upload/3/36077b02-captcha_44f301b1990941ac9f5236c89cc69148.wav,212,"[{""start"": 0, ""end"": 0.6044577373211963, ""labels"": [""label""]}, {""start"": 1.1624187256176852, ""end"": 1.853227568270481, ""labels"": [""label""]}, {""start"": 1.8665123537061117, ""end"": 2.3646918075422625, ""labels"": [""label""]}, {""start"": 2.6038179453836148, ""end"": 3.015646293888166, ""labels"": [""label""]}, {""start"": 3.2547724317295184, ""end"": 3.9057269180754224, ""labels"": [""label""]}]","[""a"", ""y"", ""r"", ""8"", ""j""]",1,185,2022-06-23T06:51:36.274007Z,2022-06-23T06:51:36.274055Z,25.45
/data/upload/3/b109af94-captcha_28baa08096a5443baea3a85853102b95.wav,211,"[{""start"": 1.3877787807814457e-17, ""end"": 0.6736384915474642, ""labels"": [""label""]}, {""start"": 1.339257477243173, ""end"": 1.7482522756827048, ""labels"": [""label""]}, {""start"": 2.3256566970091024, ""end"": 2.927119635890767, ""labels"": [""label""]}, {""start"": 3.5125435630689203, ""end"": 4.025791937581275, ""labels"": [""label""]}, {""start"": 4.26637711313394, ""end"": 4.771605981794538, ""labels"": [""label""]}]","[""3"", ""v"", ""s"", ""4"", ""c""]",1,184,2022-06-23T06:51:09.712853Z,2022-06-23T06:51:09.712891Z,35.93
/data/upload/3/5fcdc555-captcha_4edd61a1f50049878a18a332217011b2.wav,210,"[{""start"": 0.039050715214564366, ""end"": 0.7642782834850456, ""labels"": [""label""]}, {""start"": 1.0934200260078024, ""end"": 1.779596879063719, ""labels"": [""label""]}, {""start"": 2.036215864759428, ""end"": 2.4880884265279586, ""labels"": [""label""]}, {""start"": 2.7781794538361515, ""end"": 3.3416254876462945, ""labels"": [""label""]}, {""start"": 3.6149804941482446, ""end"": 4.245370611183355, ""labels"": [""label""]}]","[""9"", ""x"", ""8"", ""h"", ""j""]",1,183,2022-06-23T06:50:32.113533Z,2022-06-23T06:50:32.113575Z,46.34
/data/upload/3/ac272849-captcha_0f5f4cd0b5c44b509dd359868a9e91e9.wav,209,"[{""start"": 0.08542002600780234, ""end"": 0.5929154746423927, ""labels"": [""label""]}, {""start"": 0.7939037711313394, ""end"": 1.386819245773732, ""labels"": [""label""]}, {""start"": 1.7686970091027308, ""end"": 2.4068348504551365, ""labels"": [""label""]}, {""start"": 2.8289102730819247, ""end"": 3.41177633289987, ""labels"": [""label""]}, {""start"": 3.416801040312093, ""end"": 3.7082340702210663, ""labels"": [""label""]}]","[""s"", ""e"", ""x"", ""y"", ""8""]",1,182,2022-06-23T06:49:44.705521Z,2022-06-23T06:49:44.705593Z,21.982
/data/upload/3/c51941be-captcha_fdff6036cb8a4d809eefe76492d39c3a.wav,208,"[{""start"": 0, ""end"": 0.48859817945383616, ""labels"": [""label""]}, {""start"": 0.8143302990897269, ""end"": 1.2912951885565669, ""labels"": [""label""]}, {""start"": 2.0416423927178156, ""end"": 2.605856957087126, ""labels"": [""label""]}, {""start"": 2.687289986996099, ""end"": 3.222421326397919, ""labels"": [""label""]}, {""start"": 3.571420026007802, ""end"": 4.0193016905071515, ""labels"": [""label""]}]","[""k"", ""m"", ""y"", ""w"", ""4""]",1,181,2022-06-23T06:49:21.417038Z,2022-06-23T06:49:21.417109Z,48.614
/data/upload/3/ac46543a-captcha_e3ae51dbb1dd49c1be0b5faef502ecb8.wav,207,"[{""start"": 0.5799687906371912, ""end"": 1.0857555266579975, ""labels"": [""label""]}, {""start"": 1.9219895968790637, ""end"": 2.4075448634590377, ""labels"": [""label""]}, {""start"": 2.4412639791937583, ""end"": 2.9403068920676203, ""labels"": [""label""]}, {""start"": 3.904673602080624, ""end"": 4.5048738621586475, ""labels"": [""label""]}, {""start"": 4.511617685305591, ""end"": 4.9701976592977894, ""labels"": [""label""]}]","[""c"", ""n"", ""b"", ""y"", ""e""]",1,180,2022-06-23T06:48:31.484385Z,2022-06-23T06:48:31.484425Z,23.779
/data/upload/3/4e36b1dd-captcha_c9fefa0e9820466fae8d0a950bc8f347.wav,206,"[{""start"": 0, ""end"": 0.5088257477243173, ""labels"": [""label""]}, {""start"": 1.1464681404421329, ""end"": 1.7583472041612487, ""labels"": [""label""]}, {""start"": 2.2736137841352404, ""end"": 2.859729518855657, ""labels"": [""label""]}, {""start"": 3.156007802340702, ""end"": 3.574661898569571, ""labels"": [""label""]}, {""start"": 3.593984395318596, ""end"": 4.141455136540962, ""labels"": [""label""]}]","[""a"", ""t"", ""u"", ""8"", ""s""]",1,179,2022-06-23T06:48:06.771291Z,2022-06-23T06:48:06.771349Z,24.873
/data/upload/3/bf24e8a4-captcha_b9280959082a4067a6ec848bfc9e0d80.wav,205,"[{""start"": 0, ""end"": 0.82222366710013, ""labels"": [""label""]}, {""start"": 1.5280949284785434, ""end"": 2.2029388816644992, ""labels"": [""label""]}, {""start"": 2.210695708712614, ""end"": 2.8079713914174254, ""labels"": [""label""]}, {""start"": 3.4750585175552664, ""end"": 4.235227568270481, ""labels"": [""label""]}, {""start"": 4.576527958387516, ""end"": 5.2436150845253575, ""labels"": [""label""]}]","[""v"", ""e"", ""t"", ""m"", ""3""]",1,178,2022-06-23T06:47:40.547285Z,2022-06-23T06:47:40.547325Z,32.175
/data/upload/3/5ac72a53-captcha_af69ce4658d74a13b6159298dedeac52.wav,204,"[{""start"": 1.734723475976807e-18, ""end"": 0.588218465539662, ""labels"": [""label""]}, {""start"": 0.8753250975292587, ""end"": 1.5335695708712613, ""labels"": [""label""]}, {""start"": 1.6246033810143041, ""end"": 2.1778088426527957, ""labels"": [""label""]}, {""start"": 2.6119700910273083, ""end"": 3.2001885565669697, ""labels"": [""label""]}, {""start"": 3.6973732119635887, ""end"": 4.208563068920676, ""labels"": [""label""]}]","[""e"", ""v"", ""t"", ""e"", ""n""]",1,177,2022-06-23T06:47:06.810770Z,2022-06-23T06:47:06.810822Z,185.956
/data/upload/3/08ef673f-captcha_ade51307417d4b66beb99d8bcbbb0e8a.wav,203,"[{""start"": 0.7122678803641093, ""end"": 1.4328179453836152, ""labels"": [""label""]}, {""start"": 1.5818972691807542, ""end"": 2.236189856957087, ""labels"": [""label""]}, {""start"": 2.716556566970091, ""end"": 3.3377204161248373, ""labels"": [""label""]}, {""start"": 3.751829648894668, ""end"": 4.571765929778934, ""labels"": [""label""]}, {""start"": 5.035568270481144, ""end"": 5.797529258777633, ""labels"": [""label""]}]","[""5"", ""s"", ""d"", ""e"", ""k""]",1,176,2022-06-23T06:43:54.590420Z,2022-06-23T06:43:59.655902Z,38.001000000000005
/data/upload/3/6a20e711-captcha_a705da60d2e5479982a317c8fff240ac.wav,202,"[{""start"": 0.011587126137841353, ""end"": 0.7010211313394017, ""labels"": [""label""]}, {""start"": 0.9906992847854357, ""end"": 1.5121199609882967, ""labels"": [""label""]}, {""start"": 1.7322753576072822, ""end"": 2.1899668400520156, ""labels"": [""label""]}, {""start"": 2.919955786736021, ""end"": 3.3892343953185957, ""labels"": [""label""]}, {""start"": 3.713673927178154, ""end"": 4.269855981794539, ""labels"": [""label""]}]","[""9"", ""s"", ""v"", ""s"", ""p""]",1,175,2022-06-23T06:43:19.025312Z,2022-06-23T06:43:19.025358Z,37.75
/data/upload/3/328ffdf8-captcha_bc8074c3c5a148219ca51d04f7e29fd1.wav,201,"[{""start"": 0.03511703511053316, ""end"": 0.8147152145643691, ""labels"": [""label""]}, {""start"": 1.2852834850455133, ""end"": 1.8471560468140438, ""labels"": [""label""]}, {""start"": 2.2053498049414824, ""end"": 2.9287607282184656, ""labels"": [""label""]}, {""start"": 3.476586475942783, ""end"": 4.087622886866059, ""labels"": [""label""]}, {""start"": 4.143810143042912, ""end"": 4.684612483745123, ""labels"": [""label""]}]","[""v"", ""e"", ""a"", ""m"", ""d""]",1,174,2022-06-23T06:41:11.259644Z,2022-06-23T06:41:11.259698Z,35.522
/data/upload/3/dbb1298d-captcha_b129f4c11283477480f9540a2797cf4c.wav,200,"[{""start"": 0.11757347204161249, ""end"": 0.8164824447334199, ""labels"": [""label""]}, {""start"": 1.1430754226267879, ""end"": 1.835452535760728, ""labels"": [""label""]}, {""start"": 2.1032587776332896, ""end"": 2.7107217165149544, ""labels"": [""label""]}, {""start"": 3.2724616384915475, ""end"": 3.9256475942782836, ""labels"": [""label""]}, {""start"": 4.186921976592978, ""end"": 4.846639791937581, ""labels"": [""label""]}]","[""y"", ""x"", ""k"", ""x"", ""x""]",1,173,2022-06-23T06:40:32.019824Z,2022-06-23T06:40:32.019899Z,39.215
/data/upload/3/373d973d-captcha_860160492a3a41828f697bfc85ea523e.wav,199,"[{""start"": 0, ""end"": 0.7755422626788034, ""labels"": [""label""]}, {""start"": 1.257966189856957, ""end"": 1.9296957087126136, ""labels"": [""label""]}, {""start"": 2.0396150845253573, ""end"": 2.650278283485046, ""labels"": [""label""]}, {""start"": 3.0044629388816646, ""end"": 3.615126137841352, ""labels"": [""label""]}, {""start"": 4.012057217165149, ""end"": 4.659360208062418, ""labels"": [""label""]}]","[""6"", ""t"", ""6"", ""p"", ""r""]",1,172,2022-06-23T06:39:51.423005Z,2022-06-23T06:39:51.423047Z,38.385
/data/upload/3/5b6fe2e3-captcha_055623ff8ea74b12b79e4581562af6ca.wav,198,"[{""start"": 4.163336342344337e-17, ""end"": 0.5553706111833551, ""labels"": [""label""]}, {""start"": 0.88396488946684, ""end"": 1.3143771131339403, ""labels"": [""label""]}, {""start"": 1.6707399219765928, ""end"": 2.0872678803641085, ""labels"": [""label""]}, {""start"": 2.3001599479843957, ""end"": 2.725944083224968, ""labels"": [""label""]}, {""start"": 2.813877763328999, ""end"": 3.244289986996099, ""labels"": [""label""]}]","[""3"", ""s"", ""n"", ""4"", ""n""]",1,171,2022-06-23T06:39:11.738881Z,2022-06-23T06:39:11.738935Z,40.057
/data/upload/3/292b8781-captcha_792e5b1944c549818036017f650577da.wav,197,"[{""start"": 0, ""end"": 0.8620416124837451, ""labels"": [""label""]}, {""start"": 1.3308712613784135, ""end"": 2.2685305591677505, ""labels"": [""label""]}, {""start"": 2.707113133940182, ""end"": 3.1305721716514956, ""labels"": [""label""]}, {""start"": 3.5313459037711317, ""end"": 4.08335500650195, ""labels"": [""label""]}, {""start"": 4.075793237971392, ""end"": 4.794161248374513, ""labels"": [""label""]}]","[""h"", ""h"", ""6"", ""u"", ""u""]",1,170,2022-06-23T06:38:30.364750Z,2022-06-23T06:38:30.364805Z,31.07
/data/upload/3/18e68598-captcha_295ccef6026a4291b9ec0921d2df97e4.wav,196,"[{""start"": 0.07954486345903772, ""end"": 0.5356020806241872, ""labels"": [""label""]}, {""start"": 1.2408998699609883, ""end"": 1.7075630689206762, ""labels"": [""label""]}, {""start"": 1.7818049414824448, ""end"": 2.349224967490247, ""labels"": [""label""]}, {""start"": 2.752252275682705, ""end"": 3.314369310793238, ""labels"": [""label""]}, {""start"": 3.5264889466840055, ""end"": 3.9878491547464243, ""labels"": [""label""]}]","[""4"", ""v"", ""y"", ""s"", ""5""]",1,169,2022-06-23T06:37:57.985616Z,2022-06-23T06:37:57.985676Z,42.319
/data/upload/3/3372054c-captcha_41c3e2e883f54f38838db6f4bd00f4b4.wav,195,"[{""start"": 0.139037711313394, ""end"": 0.7647074122236671, ""labels"": [""label""]}, {""start"": 1.4251365409622887, ""end"": 1.9349414824447335, ""labels"": [""label""]}, {""start"": 2.4099869960988296, ""end"": 2.948758127438231, ""labels"": [""label""]}, {""start"": 3.041449934980494, ""end"": 3.5396684005201555, ""labels"": [""label""]}, {""start"": 3.655533159947985, ""end"": 4.113198959687907, ""labels"": [""label""]}]","[""n"", ""3"", ""t"", ""5"", ""p""]",1,168,2022-06-23T06:37:09.139631Z,2022-06-23T06:37:09.139676Z,46.692
/data/upload/3/cd8c2c4a-captcha_13c8eb20aef9486ba94c4549ba017961.wav,194,"[{""start"": 0.024660598179453836, ""end"": 0.5548634590377113, ""labels"": [""label""]}, {""start"": 1.1898738621586475, ""end"": 1.615269180754226, ""labels"": [""label""]}, {""start"": 2.379747724317295, ""end"": 2.7434915474642394, ""labels"": [""label""]}, {""start"": 3.0209232769830945, ""end"": 3.470979193758127, ""labels"": [""label""]}, {""start"": 3.7669063719115736, ""end"": 4.290944083224967, ""labels"": [""label""]}]","[""s"", ""3"", ""6"", ""s"", ""u""]",1,167,2022-06-23T06:36:21.017184Z,2022-06-23T06:36:21.017228Z,865.333
/data/upload/3/46ea05e4-captcha_6c37fe65c8114ce6ada5e087616e0dcd.wav,193,"[{""start"": 0.05752925877763329, ""end"": 0.904031209362809, ""labels"": [""label""]}, {""start"": 1.5039791937581275, ""end"": 2.3011703511053314, ""labels"": [""label""]}, {""start"": 2.6463459037711314, ""end"": 3.2462938881664503, ""labels"": [""label""]}, {""start"": 3.451755526657998, ""end"": 4.02704811443433, ""labels"": [""label""]}, {""start"": 4.487282184655397, ""end"": 5.284473342002601, ""labels"": [""label""]}]","[""c"", ""k"", ""s"", ""u"", ""u""]",1,166,2022-06-23T06:21:54.628800Z,2022-06-23T06:21:54.628852Z,29.544
/data/upload/3/900caf66-captcha_5f5177f493cf449faf842e98e2dc313e.wav,192,"[{""start"": 0.24518205461638487, ""end"": 0.6374733420026008, ""labels"": [""label""]}, {""start"": 1.3379934980494148, ""end"": 1.9124200260078024, ""labels"": [""label""]}, {""start"": 2.171612483745123, ""end"": 2.6829921976592974, ""labels"": [""label""]}, {""start"": 2.886143042912874, ""end"": 3.3344759427828348, ""labels"": [""label""]}, {""start"": 3.6497100130039013, ""end"": 4.448302990897268, ""labels"": [""label""]}]","[""c"", ""5"", ""v"", ""m"", ""y""]",1,165,2022-06-23T06:21:23.620061Z,2022-06-23T06:21:23.620122Z,78.968
/data/upload/3/d72ac200-captcha_f156da182eaf4a419bfef182b2c2ea46.wav,191,"[{""start"": 0.7028049414824448, ""end"": 1.2085617685305592, ""labels"": [""label""]}, {""start"": 2.0361638491547462, ""end"": 2.5681937581274386, ""labels"": [""label""]}, {""start"": 2.60103511053316, ""end"": 3.0476775032509753, ""labels"": [""label""]}, {""start"": 3.8161651495448634, ""end"": 4.249671001300391, ""labels"": [""label""]}, {""start"": 4.453287386215865, ""end"": 4.7554278283485045, ""labels"": [""label""]}]","[""p"", ""e"", ""9"", ""d"", ""6""]",1,164,2022-06-23T06:20:03.553257Z,2022-06-23T06:20:03.553311Z,22.581
/data/upload/3/0f2e57b6-captcha_ee09b61b9b4748088fc84a2452465ea2.wav,190,"[{""start"": 0, ""end"": 0.4501950585175552, ""labels"": [""label""]}, {""start"": 0.8283589076723017, ""end"": 1.2485409622886865, ""labels"": [""label""]}, {""start"": 1.9268348504551365, ""end"": 2.3590221066319894, ""labels"": [""label""]}, {""start"": 2.8092171651495446, ""end"": 3.337446033810143, ""labels"": [""label""]}, {""start"": 3.5955578673602075, ""end"": 4.243838751625487, ""labels"": [""label""]}]","[""5"", ""m"", ""x"", ""3"", ""y""]",1,163,2022-06-23T06:19:39.494240Z,2022-06-23T06:19:39.494282Z,42.201
